//DATASET,
//created,Wed, 24 Feb 2021 21:47:26 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
195.2069,195.4067,-59.1322
195.4067,195.6066,-57.072
195.6066,195.8064,-55.1775
195.8064,196.0062,-54.1227
196.0062,196.2061,-54.3243

//Parameterized
#Frequency,Power
#(THz),(dBm)
192,-0.5423
192.2,-0.2591
192.4,-0.209
192.7,-0.552
193.1,-1.3017
194,-0.6424
194.8,-1.8764
195.6,3.337
195.8,4.8876



//TRACE,Optical Spectrum,Input 1 (Run 13) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-61.0291
191.8095,192.0094,-60.4317
192.0094,192.2092,-59.9991
192.2092,192.4091,-59.7909
192.4091,192.6089,-59.8294
192.6089,192.8088,-60.0794
192.8088,193.0086,-60.4395
193.0086,193.2084,-60.7603
193.2084,193.4083,-60.893
193.4083,193.6081,-60.7591
193.6081,193.808,-60.4091
193.808,194.0078,-60.0227
194.0078,194.2077,-59.8327
194.2077,194.4075,-59.9908
194.4075,194.6073,-60.4428
194.6073,194.8072,-60.8906
194.8072,195.007,-60.8941
195.007,195.2069,-60.1052
195.2069,195.4067,-58.4715
195.4067,195.6066,-56.3556
195.6066,195.8064,-54.414
195.8064,196.0062,-53.3331
196.0062,196.2061,-53.5375

//Parameterized
#Frequency,Power
#(THz),(dBm)
192.2,0.0899
193,-0.7364
193.6,-0.8302
193.9,-0.2932
194.5,-0.7518
195.2,0.1028
195.3,0.974
195.7,4.9742



//TRACE,Optical Spectrum,Input 1 (Run 14) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.7205
191.8095,192.0094,-60.1012
192.0094,192.2092,-59.6486
192.2092,192.4091,-59.4228
192.4091,192.6089,-59.4465
192.6089,192.8088,-59.6839
192.8088,193.0086,-60.0324
193.0086,193.2084,-60.3413
193.2084,193.4083,-60.4605
193.4083,193.6081,-60.3115
193.6081,193.808,-59.9453
193.808,194.0078,-59.5431
194.0078,194.2077,-59.3391
194.2077,194.4075,-59.4847
194.4075,194.6073,-59.9231
194.6073,194.8072,-60.3512
194.8072,195.007,-60.3244
195.007,195.2069,-59.4929
195.2069,195.4067,-57.8059
195.4067,195.6066,-55.6333
195.6066,195.8064,-53.6437
195.8064,196.0062,-52.5364
196.0062,196.2061,-52.7437

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-1.0256
191.9,-0.1159
192,0.1208
192.2,0.4422
192.6,0.3682
193,-0.3329
193.1,-0.4871
193.2,-0.5945
193.3,-0.6413
193.7,-0.2002
193.9,0.1768
194,0.3079
