//DATASET,
//created,Tue, 02 Feb 2021 18:02:55 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
193.8,3.5907
194,4.0214
194.1,4.1335
194.2,4.1498
194.3,4.0712
194.4,3.9121
194.5,3.7117
194.6,3.5168
194.7,3.3879
194.8,3.3902
194.9,3.5816
195,4.0021
195.1,4.6733
195.2,5.596
195.3,6.7232
195.4,7.9939
195.5,9.3154
195.6,10.5835
195.8,12.5306

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.335
191.8095,192.0094,-57.5452
192.0094,192.2092,-56.9367
192.2092,192.4091,-56.5754
192.4091,192.6089,-56.4853
192.6089,192.8088,-56.6265
192.8088,193.0086,-56.8875
193.0086,193.2084,-57.1061
193.2084,193.4083,-57.1229
193.4083,193.6081,-56.8566
193.6081,193.808,-56.364
193.808,194.0078,-55.8384
194.0078,194.2077,-55.5255
194.2077,194.4075,-55.5764
194.4075,194.6073,-55.913
194.6073,194.8072,-56.1938
194.8072,195.007,-55.9349
195.007,195.2069,-54.7699
195.2069,195.4067,-52.6595
195.4067,195.6066,-50.0371
195.6066,195.8064,-47.6686
195.8064,196.0062,-46.3527
196.0062,196.2061,-46.5831



//TRACE,Optical Spectrum,Input 1 (Run 21) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,0.8808
192,1.874
192.2,2.2959
192.5,2.4489
192.7,2.2578
192.8,2.1074
193.1,1.6661
193.2,1.5909
193.6,1.9579
193.7,2.1868
193.8,2.4283
193.9,2.6498
194.6,2.2177
194.8,2.0337
195.2,4.0215
195.5,7.5174
195.6,8.717
195.7,9.7643
195.8,10.562

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-59.1042
191.8095,192.0094,-58.3696
192.0094,192.2092,-57.8116
192.2092,192.4091,-57.494
192.4091,192.6089,-57.4406
192.6089,192.8088,-57.6126
192.8088,193.0086,-57.9015
193.0086,193.2084,-58.1488
193.2084,193.4083,-58.1985
193.4083,193.6081,-57.9701
193.6081,193.808,-57.5184
193.808,194.0078,-57.0329
194.0078,194.2077,-56.7552
194.2077,194.4075,-56.8365
