//DATASET,
//created,Sun, 21 Feb 2021 13:11:08 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.8095,192.0094,-57.8168
192.0094,192.2092,-57.2249
192.2092,192.4091,-56.8781
192.4091,192.6089,-56.8
192.6089,192.8088,-56.9514
192.8088,193.0086,-57.2215
193.0086,193.2084,-57.4495
193.2084,193.4083,-57.4772
193.4083,193.6081,-57.2234
193.6081,193.808,-56.7443
193.808,194.0078,-56.2319
194.0078,194.2077,-55.9306
194.2077,194.4075,-55.9915
194.4075,194.6073,-56.3387
194.6073,194.8072,-56.6348
194.8072,195.007,-56.4006
195.007,195.2069,-55.2713
195.2069,195.4067,-53.2066
195.4067,195.6066,-50.6327
195.6066,195.8064,-48.305
195.8064,196.0062,-47.0115
196.0062,196.2061,-47.2394

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,0.9791
191.7,1.3871
191.8,1.7729
192,2.4359
192.3,3.0211
192.4,3.0843
192.5,3.0819
192.6,3.0201
192.7,2.9112
192.8,2.77
193,2.4712
193.1,2.3562
193.3,2.2908
193.5,2.5056
193.6,2.7089
193.7,2.9519
193.8,3.2075
193.9,3.4425
194,3.6254
194.1,3.7318
194.2,3.743
194.3,3.6596
194.4,3.4957
194.5,3.2899
194.6,3.0885
194.7,2.9514
194.8,2.943
194.9,3.1209
195,3.5248
195.1,4.1765
195.3,6.18
195.5,8.7226
195.6,9.9682
195.7,11.0545
195.8,11.8816



//TRACE,Optical Spectrum,Input 1 (Run 20) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-59.0391
191.8095,192.0094,-58.2998
192.0094,192.2092,-57.7375
192.2092,192.4091,-57.4163
192.4091,192.6089,-57.3597
192.6089,192.8088,-57.5291
192.8088,193.0086,-57.8156
193.0086,193.2084,-58.0605
193.2084,193.4083,-58.1074
193.4083,193.6081,-57.8758
193.6081,193.808,-57.4207
193.808,194.0078,-56.9317
194.0078,194.2077,-56.6511
194.2077,194.4075,-56.7298
194.4075,194.6073,-57.0959
194.6073,194.8072,-57.4196
194.8072,195.007,-57.229
195.007,195.2069,-56.1632
195.2069,195.4067,-54.1794
195.4067,195.6066,-51.6915
195.6066,195.8064,-49.4361
195.8064,196.0062,-48.1823
196.0062,196.2061,-48.4058

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,0.9447
192.1,2.1877
192.6,2.4576
193,1.8765
193.5,1.8615
193.7,2.2834
193.9,2.7498
194.1,3.0182
195,2.6769
195.4,6.416
195.5,7.6694
195.8,10.7285



//TRACE,Optical Spectrum,Input 1 (Run 21) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5862
191.8095,192.0094,-57.8144
192.0094,192.2092,-57.2224
192.2092,192.4091,-56.8754
192.4091,192.6089,-56.7973
192.6089,192.8088,-56.9486
192.8088,193.0086,-57.2186
193.0086,193.2084,-57.4466
193.2084,193.4083,-57.4741
193.4083,193.6081,-57.2202
193.6081,193.808,-56.741
193.808,194.0078,-56.2285
194.0078,194.2077,-55.9271
194.2077,194.4075,-55.9879
194.4075,194.6073,-56.335
194.6073,194.8072,-56.631
194.8072,195.007,-56.3966
195.007,195.2069,-55.267
195.2069,195.4067,-53.2019
